Column1,Column2
1,"often shocking but ultimately worthwhile exploration of motherhood and desperate mothers . "
1,"the movie does its best to work us over  with second helpings of love  romance  tragedy  false dawns  real dawns  comic relief  two separate crises during marriage ceremonies  and the lush scenery of the cotswolds . "
0,"brosnan's finest non-bondish performance yet fails to overcome the film's manipulative sentimentality and annoying stereotypes . "
0,"intended to be a comedy about relationships  this wretched work falls flat in just about every conceivable area . "
0,"needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism . "
0,"it would be hard to think of a recent movie that has worked this hard to achieve this little fun . "
1,"as they used to say in the 1950s sci-fi movies  signs is a tribute to shyamalan's gifts  which are such that we'll keep watching the skies for his next project . "
0,"not once in the rush to save the day did i become very involved in the proceedings ; to me  it was just a matter of 'eh . '"
0,"your taste for jonah - a veggie tales movie may well depend on your threshold for pop manifestations of the holy spirit . "
1,"it may scream low budget  but this charmer has a spirit that cannot be denied . "
0,"should have been someone else-"
1,"campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful . "
1,"to the film's credit  the acting is fresh and unselfconscious  and munch is a marvel of reality versus sappy sentiment . "
1,"the overall result is an intelligent  realistic portrayal of testing boundaries . "
0,"it's not too fast and not too slow . it's not too racy and it's not too offensive . it's not too much of anything . "
0,"everyone connected to this movie seems to be part of an insider clique  which tends to breed formulaic films rather than fresh ones . "
1,"watching spirited away is like watching an eastern imagination explode . "
1,"the film's only missteps come from the script's insistence on providing deep emotional motivation for each and every one of abagnale's antics . "
0,"it's just not very smart . "
1,"richly entertaining and suggestive of any number of metaphorical readings . "
1,"falls neatly into the category of good stupid fun . "
0,"human nature  in short  isn't nearly as funny as it thinks it is ; neither is it as smart . "
0,"no amount of blood and disintegrating vampire cadavers can obscure this movie's lack of ideas . "
0,"it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's harder still to believe that anyone in his right mind would want to see the it . "
0,"labute was more fun when his characters were torturing each other psychologically and talking about their genitals in public . "
1,"the story is virtually impossible to follow here  but there's a certain style and wit to the dialogue . "
0,"the messages of compassion and mercy are clearly  squarely and specifically expounded via computer animated old testament tale of jonah and the whale . determined to be fun  and bouncy  with energetic musicals  the humor didn't quite engage this adult . "
0,"this is an exercise not in biography but in hero worship . "
0,"writer-director randall wallace has bitten off more than he or anyone else could chew  and his movie veers like a drunken driver through heavy traffic . "
0,"whaley's determination to immerse you in sheer  unrelenting wretchedness is exhausting . "
1,"brian tufano's handsome widescreen photography and paul grabowsky's excellent music turn this fairly parochial melodrama into something really rather special . "
0,"a series of immaculately composed shots of patch adams quietly freaking out does not make for much of a movie . "
1,"gambling and throwing a basketball game for money isn't a new plot -- in fact toback himself used it in black and white . but toback's deranged immediacy makes it seem fresh again . "
0,"it's tough  astringent  darkly funny and . . . well  it's also generic  untidy  condescending and mild of impact rather than stunning . "
0,"impostor doesn't do much with its template  despite a remarkably strong cast . "
0,"this one is a few bits funnier than malle's dud  if only because the cast is so engagingly messing around like slob city reductions of damon runyon crooks . "
1,"the humor and humanity of monsoon wedding are in perfect balance . "
1,"lightweight but appealing . "
1,"measured against practically any like-themed film other than its oscar-sweeping franchise predecessor the silence of the lambs  red dragon rates as an exceptional thriller . "
1,"stuffed to the brim with ideas  american instigator michael moore's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition . "
1," . . . brian de palma is utterly mad : cinema mad  set-piece mad  style mad . it's a beautiful madness . "
1,"in the long  dishonorable history of quickie teen-pop exploitation  like mike stands out for its only partly synthetic decency . "
